text,label
"
    Bank Statement
    Name: Brandon Moore
    Account #: GB55RIRW58547741529879
    2025-04-16 - Lowery-Hood - $65
2025-03-02 - Hall-Arnold - $148
2025-04-28 - Lewis-Bass - $237
2025-03-13 - Stephens Ltd - $297
2025-01-20 - Sharp-Watson - $139
    Closing Balance: $4111
    ",bank_statement
"
    Driver's License
    Name: Robert Knight
    Address: 749 Mills Streets Apt. 360
Angelabury, NY 98816
    DOB: 1988-02-16
    License #: je069150
    Expiry: 2027-11-17
    ",drivers_license
"
    Health Insurance Card
    Name: Guy Cooley
    Policy Number: eh432138177
    Member ID: 2f4544fc-1fd7-4da4-9a34-71e4661df687
    Group #: 7324
    Plan Type: EPO
    Coverage Start Date: 2025-04-29
    Coverage End Date: 2028-09-27
    Issuer: Barry-Evans
    ",health_insurance_card
"
    Invoice #: 3496
    Date: 2025-01-11
    Billed To: Zachary Foster MD
    Address: 920 Luis Lane Suite 507
West Lisaville, IL 96422
    - would: $349
- evening: $486
- read: $161
    Total: $704
    ",invoice
"
    Bank Statement
    Name: Gary Baker
    Account #: GB26EYLY42627653720380
    2025-02-22 - Brown-Berg - $196
2025-02-09 - Norton, Reyes and Hill - $23
2025-05-11 - Palmer, Rivera and Taylor - $300
2025-01-11 - Hancock-Sellers - $164
2025-05-02 - Hill, Watson and Thompson - $279
    Closing Balance: $3392
    ",bank_statement
"
    Driver's License
    Name: Kayla Bell
    Address: 239 Richards Mission Suite 751
North Sean, NV 58187
    DOB: 2005-09-20
    License #: eE419469
    Expiry: 2030-09-03
    ",drivers_license
"
    Health Insurance Card
    Name: Christine Howard
    Policy Number: gY695565182
    Member ID: 6a96f241-b503-4ba3-985c-7d57f6caa470
    Group #: 8334
    Plan Type: EPO
    Coverage Start Date: 2025-01-06
    Coverage End Date: 2029-10-25
    Issuer: Wright, Garcia and Johnson
    ",health_insurance_card
"
    Invoice #: 7571
    Date: 2025-01-19
    Billed To: Joseph Hayden
    Address: 43409 Jennifer Views Suite 840
New Erin, NH 40445
    - government: $57
- ready: $176
- human: $152
    Total: $970
    ",invoice
"
    Bank Statement
    Name: Annette Warren
    Account #: GB63DBFS44125908674019
    2025-04-20 - Bell-Clark - $202
2025-03-05 - Rivera-Mcintosh - $226
2025-03-31 - Pineda-Lawrence - $125
2025-02-27 - Vaughn, Williams and Gilbert - $281
2025-04-10 - Campbell-Jones - $19
    Closing Balance: $1595
    ",bank_statement
"
    Driver's License
    Name: Heidi Freeman
    Address: 873 Morris Locks Suite 726
New Annettetown, UT 70156
    DOB: 1979-08-03
    License #: yn806967
    Expiry: 2034-09-16
    ",drivers_license
"
    Health Insurance Card
    Name: Sheila Davis
    Policy Number: yG810167288
    Member ID: 0481b397-f268-4b69-8771-b8e2d01f0bac
    Group #: 7899
    Plan Type: PPO
    Coverage Start Date: 2025-03-17
    Coverage End Date: 2027-04-07
    Issuer: Wilkins Inc
    ",health_insurance_card
"
    Invoice #: 1142
    Date: 2025-01-18
    Billed To: Daniel Taylor Jr.
    Address: 53120 Hess Mountains
Travistown, WY 47660
    - nation: $158
- thus: $450
- kid: $52
    Total: $634
    ",invoice
"
    Bank Statement
    Name: Joshua Ritter
    Account #: GB11RLFZ59641402394015
    2025-04-13 - Jones LLC - $284
2025-03-22 - Lopez, Chan and Whitehead - $113
2025-01-21 - Dominguez, Ramirez and Hull - $31
2025-02-08 - Terry, Bradford and Davis - $289
2025-01-03 - Marshall and Sons - $232
    Closing Balance: $1448
    ",bank_statement
"
    Driver's License
    Name: Edward Thomas
    Address: 9766 Luis View Suite 568
Moodyview, AK 40176
    DOB: 2000-04-26
    License #: bG287334
    Expiry: 2032-04-03
    ",drivers_license
"
    Health Insurance Card
    Name: Tonya Anderson
    Policy Number: EO567690380
    Member ID: d8f79b3d-3a7a-45e8-93f8-8ed9f0b5fb77
    Group #: 1529
    Plan Type: HMO
    Coverage Start Date: 2025-04-06
    Coverage End Date: 2029-01-21
    Issuer: Mcmillan-Rasmussen
    ",health_insurance_card
"
    Invoice #: 3559
    Date: 2025-04-30
    Billed To: James Miller
    Address: 32673 Allen Ferry
Port Brooke, RI 80699
    - woman: $61
- office: $78
- interest: $230
    Total: $131
    ",invoice
"
    Bank Statement
    Name: Anthony Patterson
    Account #: GB91IJRP61855492032541
    2025-04-03 - Henderson-Hodge - $266
2025-03-02 - Farmer Group - $243
2025-04-29 - Gray LLC - $101
2025-03-21 - Martinez, Willis and Stevenson - $94
2025-01-19 - Mcdonald-Fox - $80
    Closing Balance: $2624
    ",bank_statement
"
    Driver's License
    Name: Jacob Ferguson
    Address: 039 Jessica Way
Hallchester, CO 82296
    DOB: 1951-07-09
    License #: IG247836
    Expiry: 2028-10-23
    ",drivers_license
"
    Health Insurance Card
    Name: Randy Williams
    Policy Number: ai565890871
    Member ID: 34d9406c-f3b2-44f3-ac84-8bccf6214f47
    Group #: 6746
    Plan Type: POS
    Coverage Start Date: 2025-03-24
    Coverage End Date: 2028-10-01
    Issuer: Dawson LLC
    ",health_insurance_card
"
    Invoice #: 6694
    Date: 2025-04-13
    Billed To: James Thomas
    Address: 544 Kelly Isle Suite 200
South Nathan, NY 60635
    - at: $214
- husband: $46
- alone: $484
    Total: $790
    ",invoice
"
    Bank Statement
    Name: Mr. Sean Smith
    Account #: GB35KHJQ46217228198327
    2025-04-09 - Zhang-Anderson - $264
2025-04-11 - Klein-Conrad - $228
2025-04-27 - Mccoy Inc - $31
2025-04-25 - Mata PLC - $121
2025-04-27 - Williams-Mccann - $237
    Closing Balance: $1476
    ",bank_statement
"
    Driver's License
    Name: Brandi Jacobs
    Address: PSC 6373, Box 0321
APO AA 84027
    DOB: 1990-03-09
    License #: eM197508
    Expiry: 2030-03-20
    ",drivers_license
"
    Health Insurance Card
    Name: Timothy Clayton
    Policy Number: fA614620589
    Member ID: e75f97d9-887e-432d-8ebe-09d910f4a541
    Group #: 9378
    Plan Type: POS
    Coverage Start Date: 2025-02-05
    Coverage End Date: 2029-12-30
    Issuer: Armstrong, Howard and Ballard
    ",health_insurance_card
"
    Invoice #: 8079
    Date: 2025-03-18
    Billed To: Erica Webb
    Address: 8414 Cantu Tunnel Suite 292
Brookshaven, DC 21735
    - try: $191
- to: $125
- always: $199
    Total: $647
    ",invoice
"
    Bank Statement
    Name: Laura Gray
    Account #: GB03ZAQE11809076640938
    2025-03-07 - Jackson and Sons - $170
2025-03-25 - Welch Ltd - $299
2025-01-16 - Fitzpatrick-Miller - $260
2025-02-14 - Bender LLC - $113
2025-04-30 - Beck Ltd - $83
    Closing Balance: $1517
    ",bank_statement
"
    Driver's License
    Name: Jeffrey Gonzalez
    Address: 5936 Holt Course
Vaughnberg, SD 97351
    DOB: 1937-02-17
    License #: zT528308
    Expiry: 2033-03-27
    ",drivers_license
"
    Health Insurance Card
    Name: April Fisher
    Policy Number: nO567199249
    Member ID: 5c57748f-5c1e-486c-83b8-048bc24b4725
    Group #: 8593
    Plan Type: POS
    Coverage Start Date: 2025-02-04
    Coverage End Date: 2027-03-13
    Issuer: Sosa, Williams and Franklin
    ",health_insurance_card
"
    Invoice #: 6355
    Date: 2025-04-01
    Billed To: Patrick Fisher
    Address: 462 Taylor Flats Suite 289
Masonmouth, WI 06356
    - source: $375
- research: $322
- coach: $448
    Total: $327
    ",invoice
"
    Bank Statement
    Name: Michael Johnson
    Account #: GB75IGEY77812716422053
    2025-04-22 - Carter and Sons - $215
2025-01-27 - Baker, Gibson and Payne - $29
2025-05-01 - Waters, Hernandez and Garcia - $169
2025-01-07 - Martinez-May - $173
2025-04-19 - Murphy LLC - $174
    Closing Balance: $2856
    ",bank_statement
"
    Driver's License
    Name: Eric Burton
    Address: 70845 Mclaughlin Gateway Suite 157
South Jordanfort, CO 14651
    DOB: 2001-08-02
    License #: uB385618
    Expiry: 2032-08-01
    ",drivers_license
"
    Health Insurance Card
    Name: Jill Callahan
    Policy Number: gJ060749983
    Member ID: aecd4e3e-0480-4fb0-ac2a-e822562a7589
    Group #: 5367
    Plan Type: POS
    Coverage Start Date: 2025-01-23
    Coverage End Date: 2026-08-15
    Issuer: Mcdaniel, Flores and Smith
    ",health_insurance_card
"
    Invoice #: 2724
    Date: 2025-04-17
    Billed To: Kenneth Gutierrez
    Address: 79745 Donald Court Suite 063
South Jose, NH 33944
    - body: $430
- hard: $284
- no: $78
    Total: $270
    ",invoice
"
    Bank Statement
    Name: Brandon Pham
    Account #: GB42MINS85925958311833
    2025-01-27 - Taylor-Morgan - $229
2025-03-12 - Barry, Reyes and Henderson - $51
2025-04-06 - Jennings and Sons - $258
2025-03-18 - Reynolds, White and Ramirez - $211
2025-04-30 - West-Lawson - $133
    Closing Balance: $4871
    ",bank_statement
"
    Driver's License
    Name: Steven Mathis
    Address: 497 Franco Loop
Port John, PR 39055
    DOB: 1964-12-15
    License #: dU911013
    Expiry: 2026-07-16
    ",drivers_license
"
    Health Insurance Card
    Name: Crystal Howard
    Policy Number: BB923847703
    Member ID: ae1c927e-6cbf-43ba-98e4-43e146438627
    Group #: 6184
    Plan Type: PPO
    Coverage Start Date: 2025-03-20
    Coverage End Date: 2028-06-12
    Issuer: Anderson, Malone and Cohen
    ",health_insurance_card
"
    Invoice #: 9936
    Date: 2025-01-07
    Billed To: Sharon Little
    Address: 04836 Arroyo Well
Amystad, WY 78906
    - movement: $374
- behind: $496
- visit: $98
    Total: $274
    ",invoice
"
    Bank Statement
    Name: Bridget Mcdonald
    Account #: GB54ISRB01881012418667
    2025-01-09 - Cortez, Powell and West - $30
2025-01-14 - Dunn and Sons - $49
2025-04-07 - Ramirez-Wright - $110
2025-04-28 - Reyes, Mcdonald and Hernandez - $230
2025-03-29 - Martin Inc - $71
    Closing Balance: $1104
    ",bank_statement
"
    Driver's License
    Name: Mrs. Melanie Randolph
    Address: Unit 1923 Box 6335
DPO AA 43208
    DOB: 1981-10-19
    License #: ZZ595002
    Expiry: 2034-06-03
    ",drivers_license
"
    Health Insurance Card
    Name: Shirley Howell
    Policy Number: DE127990956
    Member ID: aaec770d-3e69-4f5a-8c0b-50090cd6a7c1
    Group #: 5881
    Plan Type: PPO
    Coverage Start Date: 2025-05-05
    Coverage End Date: 2027-02-27
    Issuer: Evans and Sons
    ",health_insurance_card
"
    Invoice #: 4518
    Date: 2025-01-16
    Billed To: Crystal Chapman
    Address: 11287 Hamilton Corners
South Richard, HI 32311
    - chair: $95
- low: $309
- force: $310
    Total: $622
    ",invoice
"
    Bank Statement
    Name: Christian Arnold
    Account #: GB75JAUY71279905329499
    2025-01-02 - Rivera-James - $216
2025-03-25 - Moreno LLC - $107
2025-04-11 - Young-Neal - $100
2025-01-16 - Mullen, Smith and Johnson - $220
2025-03-03 - Gallagher Group - $90
    Closing Balance: $3336
    ",bank_statement
"
    Driver's License
    Name: Jaime Fletcher
    Address: 89819 Daniel Roads Apt. 759
Amberport, VI 96015
    DOB: 1939-03-17
    License #: Yk026083
    Expiry: 2026-06-07
    ",drivers_license
"
    Health Insurance Card
    Name: Tiffany Patterson
    Policy Number: uc139311530
    Member ID: 0f92bb97-2100-4b1c-b29d-8d5a37820ce4
    Group #: 2787
    Plan Type: PPO
    Coverage Start Date: 2025-04-30
    Coverage End Date: 2027-04-10
    Issuer: Dennis, Jones and Murray
    ",health_insurance_card
"
    Invoice #: 2303
    Date: 2025-03-17
    Billed To: Michael Kirby
    Address: 388 Moyer Drive
Romeroside, MO 58169
    - song: $459
- song: $330
- sound: $206
    Total: $267
    ",invoice
"
    Bank Statement
    Name: James Brown
    Account #: GB89UTBN52514103470780
    2025-04-28 - Kennedy LLC - $73
2025-01-25 - Martin, Skinner and Cunningham - $105
2025-02-19 - Taylor-Kim - $203
2025-01-15 - Monroe and Sons - $134
2025-03-03 - Beasley Inc - $300
    Closing Balance: $4044
    ",bank_statement
"
    Driver's License
    Name: Marcus Beck
    Address: 691 Kelly Stravenue
Johnhaven, GU 39934
    DOB: 1950-12-27
    License #: eK941903
    Expiry: 2027-08-02
    ",drivers_license
"
    Health Insurance Card
    Name: Jasmine Patel
    Policy Number: GN380146206
    Member ID: ba097d54-5b7d-4f0e-8306-25fe7117b1cc
    Group #: 7294
    Plan Type: PPO
    Coverage Start Date: 2025-02-11
    Coverage End Date: 2026-11-12
    Issuer: Russell Group
    ",health_insurance_card
"
    Invoice #: 2346
    Date: 2025-01-23
    Billed To: Timothy Myers
    Address: 645 Elizabeth Ramp Apt. 889
New Lindsayview, AK 96262
    - better: $305
- late: $273
- memory: $13
    Total: $267
    ",invoice
"
    Bank Statement
    Name: Tracy Castro
    Account #: GB12MIVV82234364173017
    2025-01-15 - Cobb-Hunter - $44
2025-05-05 - Kim, Raymond and Francis - $67
2025-01-19 - White and Sons - $105
2025-04-26 - Hays-Koch - $183
2025-03-12 - Campbell-Moore - $207
    Closing Balance: $1678
    ",bank_statement
"
    Driver's License
    Name: Bryan James
    Address: 662 Matthew Keys
North Henryborough, KY 91275
    DOB: 1974-08-17
    License #: oM281079
    Expiry: 2027-01-28
    ",drivers_license
"
    Health Insurance Card
    Name: Jonathan Scott
    Policy Number: Jy475257533
    Member ID: 4e541cf2-4709-46d3-b8e8-9a8332633058
    Group #: 9405
    Plan Type: PPO
    Coverage Start Date: 2025-03-25
    Coverage End Date: 2027-11-24
    Issuer: Mendoza Group
    ",health_insurance_card
"
    Invoice #: 2691
    Date: 2025-01-21
    Billed To: Leah Kent
    Address: PSC 7628, Box 4243
APO AA 32521
    - indicate: $124
- save: $14
- late: $283
    Total: $964
    ",invoice
"
    Bank Statement
    Name: Anna Smith
    Account #: GB86URMB59665861069141
    2025-01-15 - Young-Carey - $154
2025-03-17 - Macias Inc - $237
2025-04-27 - Kent-Smith - $264
2025-01-17 - Anderson-Cannon - $112
2025-03-07 - Bell, Campbell and Trujillo - $140
    Closing Balance: $4298
    ",bank_statement
"
    Driver's License
    Name: Cynthia Gomez
    Address: 110 Kelly Prairie Suite 219
East Regina, SC 03445
    DOB: 1963-12-23
    License #: eo731440
    Expiry: 2032-07-31
    ",drivers_license
"
    Health Insurance Card
    Name: Michelle Strickland
    Policy Number: GH091449242
    Member ID: af77c4b5-ab5a-45ba-bb0b-e1077dffe84a
    Group #: 1446
    Plan Type: POS
    Coverage Start Date: 2025-03-08
    Coverage End Date: 2029-02-20
    Issuer: Lewis, Ramirez and Holder
    ",health_insurance_card
"
    Invoice #: 1767
    Date: 2025-02-22
    Billed To: Jacob Murphy
    Address: 46444 Shelly River Apt. 665
South Josephstad, WY 48641
    - film: $31
- blue: $50
- continue: $305
    Total: $463
    ",invoice
"
    Bank Statement
    Name: Anthony Morris
    Account #: GB14EKMU08816829966072
    2025-03-11 - Davis PLC - $277
2025-03-03 - Schaefer Inc - $27
2025-01-05 - Moore-Romero - $226
2025-02-07 - Cox LLC - $90
2025-02-15 - Young PLC - $247
    Closing Balance: $1199
    ",bank_statement
"
    Driver's License
    Name: Sarah Cook
    Address: 8260 Hernandez Burg
Lake Theresaton, SD 64044
    DOB: 1981-09-11
    License #: zt558490
    Expiry: 2033-04-07
    ",drivers_license
"
    Health Insurance Card
    Name: Makayla Mays
    Policy Number: qs100014748
    Member ID: 7b3a750c-10e6-4279-9bf5-c638aa3c4dac
    Group #: 4205
    Plan Type: PPO
    Coverage Start Date: 2025-04-03
    Coverage End Date: 2028-12-02
    Issuer: Kelly, Bender and Cowan
    ",health_insurance_card
"
    Invoice #: 9510
    Date: 2025-03-14
    Billed To: Linda Erickson
    Address: 839 Nicole Hollow
West Johntown, CO 83885
    - whatever: $454
- far: $259
- middle: $498
    Total: $714
    ",invoice
"
    Bank Statement
    Name: Gabriel Wyatt
    Account #: GB96AANL48442552683494
    2025-01-11 - Copeland-Shepard - $100
2025-01-27 - Fowler PLC - $124
2025-04-30 - Larson, Taylor and Drake - $41
2025-05-12 - Meadows, Ramirez and Clark - $83
2025-01-24 - King-Hodges - $72
    Closing Balance: $2485
    ",bank_statement
"
    Driver's License
    Name: Steven Young
    Address: 05118 Decker Curve
South Ann, AL 09719
    DOB: 1950-05-21
    License #: bM813372
    Expiry: 2032-02-17
    ",drivers_license
